District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Date,Latitude,Longitude,Day,Month,WeekDay,Hour
LUCKNOW,P05062119730,C1,PS2,PHONE,Missing,Grp- Person Accident By Train,05/06/2021 23:03:35,26.854,80.991,2021-06-05,6,7,23
LUCKNOW,P05062120035,C1,PS2,PHONE,Missing,Child,05/06/2021 23:18:47,26.855,80.994,2021-06-05,6,7,23
LUCKNOW,P06062100094,C1,PS2,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,06/06/2021 00:06:08,26.842,80.994,2021-06-06,6,1,0
LUCKNOW,P06062100386,C1,PS2,PHONE,Dispute,Other Dispute,06/06/2021 00:29:41,26.864,80.975,2021-06-06,6,1,0
LUCKNOW,P06062101846,C1,PS2,PHONE,Dispute,With Neighbor,06/06/2021 06:11:19,26.852,80.999,2021-06-06,6,1,6
LUCKNOW,P06062101925,C1,PS2,PHONE,Theft,Residential Building,06/06/2021 06:21:27,26.847,80.985,2021-06-06,6,1,6
LUCKNOW,P06062107940,C1,PS2,PHONE,Dispute,Money Transactions Dispute,06/06/2021 12:15:52,26.853,80.998,2021-06-06,6,1,12
LUCKNOW,P06062109037,C1,PS2,PHONE,Dispute,Money Transactions Dispute,06/06/2021 13:22:32,26.849,80.993,2021-06-06,6,1,13
LUCKNOW,P06062110143,C1,PS2,PHONE,Threat In Person,Attack,06/06/2021 14:30:51,26.856,80.973,2021-06-06,6,1,14
LUCKNOW,P06062111407,C1,PS2,PHONE,Dispute,With Neighbor,06/06/2021 15:49:38,26.861,80.993,2021-06-06,6,1,15
LUCKNOW,P06062111675,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,06/06/2021 16:04:28,26.856,80.998,2021-06-06,6,1,16
LUCKNOW,P06062116196,C1,PS2,PHONE,Dispute,Other Dispute,06/06/2021 19:57:32,26.853,81.005,2021-06-06,6,1,19
LUCKNOW,P06062116796,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,06/06/2021 20:23:26,26.849,81.009,2021-06-06,6,1,20
LUCKNOW,P06062118161,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,06/06/2021 21:13:40,26.859,80.985,2021-06-06,6,1,21
LUCKNOW,P06062119185,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,06/06/2021 21:47:25,26.846,81.011,2021-06-06,6,1,21
LUCKNOW,P06062121809,C1,PS2,PHONE,Threat In Person,Threatening To Kill,06/06/2021 23:33:42,26.855,80.994,2021-06-06,6,1,23
LUCKNOW,P07062108520,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,07/06/2021 13:33:20,26.849,80.987,2021-06-07,6,2,13
LUCKNOW,P07062109656,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,07/06/2021 14:51:58,26.857,81.001,2021-06-07,6,2,14
LUCKNOW,P07062113795,C1,PS2,PHONE,Information Against Police,Misbehavior By Prv,07/06/2021 18:59:12,26.857,81.014,2021-06-07,6,2,18
LUCKNOW,P07062113811,C1,PS2,PHONE,Information Against Police,Misbehavior By Prv,07/06/2021 18:59:51,26.857,81.014,2021-06-07,6,2,18
LUCKNOW,P07062115272,C1,PS2,PHONE,Excise Act Offenses,Iilegal Supply,07/06/2021 20:10:30,26.851,81.008,2021-06-07,6,2,20
LUCKNOW,P07062115557,C1,PS2,PHONE,Threat In Person,Attack,07/06/2021 20:22:21,26.852,80.99,2021-06-07,6,2,20
LUCKNOW,P07062116101,C1,PS2,PHONE,Dispute,Other Dispute,07/06/2021 20:42:29,26.842,80.997,2021-06-07,6,2,20
LUCKNOW,P07062116666,C1,PS2,PHONE,Dispute,Other Dispute,07/06/2021 21:02:32,26.852,80.988,2021-06-07,6,2,21
LUCKNOW,P07062120086,C1,PS2,PHONE,Threat In Person,Threatening To Kill,07/06/2021 23:05:23,26.849,80.996,2021-06-07,6,2,23
LUCKNOW,P08062102572,C1,PS2,PHONE,Theft,Other Location,08/06/2021 07:23:29,26.853,80.994,2021-06-08,6,3,7
LUCKNOW,P08062103337,C1,PS2,PHONE,Dispute,Money Transactions Dispute,08/06/2021 08:06:36,26.854,81.005,2021-06-08,6,3,8
LUCKNOW,P08062104329,C1,PS2,PHONE,Female Sexual Harrassment,Teasing On Public Place,08/06/2021 08:58:37,29.29,77.458,2021-06-08,6,3,8
LUCKNOW,P08062106631,C1,PS2,PHONE,Dispute,Money Transactions Dispute,08/06/2021 11:09:28,26.858,80.99,2021-06-08,6,3,11
LUCKNOW,P08062108442,C1,PS2,PHONE,Encroachment,Government Land,08/06/2021 13:05:39,26.851,80.991,2021-06-08,6,3,13
LUCKNOW,P08062110103,C1,PS2,PHONE,Dispute,Other Dispute,08/06/2021 14:57:16,26.842,80.996,2021-06-08,6,3,14
LUCKNOW,P08062110172,C1,PS2,PHONE,Dispute,Other Dispute,08/06/2021 15:01:53,26.844,81.0,2021-06-08,6,3,15
LUCKNOW,P08062113790,C1,PS2,PHONE,Dispute,Money Transactions Dispute,08/06/2021 18:37:26,26.845,81.007,2021-06-08,6,3,18
LUCKNOW,P08062114765,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,08/06/2021 19:21:53,26.853,80.99,2021-06-08,6,3,19
LUCKNOW,P08062115333,C1,PS2,PHONE,Dacoity,House,08/06/2021 19:48:08,26.852,80.99,2021-06-08,6,3,19
LUCKNOW,P08062117353,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,08/06/2021 21:08:54,26.848,80.996,2021-06-08,6,3,21
LUCKNOW,P08062117545,C1,PS2,PHONE,Dispute,Other Dispute,08/06/2021 21:15:44,26.853,80.99,2021-06-08,6,3,21
LUCKNOW,P08062120329,C1,PS2,PHONE,Dispute,Other Dispute,08/06/2021 22:54:57,26.86,80.997,2021-06-08,6,3,22
LUCKNOW,P09062100155,C1,PS2,PHONE,Dispute,Dispute Between Ride And Driver,09/06/2021 00:15:01,26.844,81.009,2021-06-09,6,4,0
LUCKNOW,P09062103931,C1,PS2,PHONE,Dispute,Other Dispute,09/06/2021 08:57:42,26.854,81.003,2021-06-09,6,4,8
LUCKNOW,P09062104098,C1,PS2,PHONE,Missing,Grp- Person Accident By Train,09/06/2021 09:06:07,26.852,80.99,2021-06-09,6,4,9
LUCKNOW,P09062108221,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,09/06/2021 13:20:09,26.849,80.996,2021-06-09,6,4,13
LUCKNOW,P09062110446,C1,PS2,PHONE,Dispute,Other Dispute,09/06/2021 15:55:57,26.853,80.99,2021-06-09,6,4,15
LUCKNOW,P10062105808,C1,PS2,PHONE,Threat In Person,Attack,10/06/2021 10:51:49,26.864,80.981,2021-06-10,6,5,10
LUCKNOW,P10062106658,C1,PS2,PHONE,Threat In Person,Threatening To Kill,10/06/2021 11:44:07,26.83,81.008,2021-06-10,6,5,11
LUCKNOW,P10062106847,C1,PS2,PHONE,Dispute,Other Dispute,10/06/2021 11:54:58,26.854,80.999,2021-06-10,6,5,11
LUCKNOW,P10062107576,C1,PS2,PHONE,Dispute,Other Dispute,10/06/2021 12:40:10,26.861,80.993,2021-06-10,6,5,12
LUCKNOW,P10062109831,C1,PS2,PHONE,Female Harrassment,Misbehaviour With Child By Outsider,10/06/2021 15:10:41,26.853,80.994,2021-06-10,6,5,15
LUCKNOW,P10062110599,C1,PS2,PHONE,Threat In Person,Attack,10/06/2021 16:00:39,26.86,80.986,2021-06-10,6,5,16
LUCKNOW,P10062110877,C1,PS2,PHONE,Threat In Person,Threatening To Kill,10/06/2021 16:16:42,26.846,80.988,2021-06-10,6,5,16
LUCKNOW,P10062113614,C1,PS2,PHONE,Theft,Other Location,10/06/2021 18:59:50,26.851,80.992,2021-06-10,6,5,18
LUCKNOW,P10062117410,C1,PS2,PHONE,Dispute,Other Dispute,10/06/2021 21:46:04,26.849,80.997,2021-06-10,6,5,21
LUCKNOW,P10062118140,C1,PS2,PHONE,Threat In Person,Attack,10/06/2021 22:14:32,26.846,81.012,2021-06-10,6,5,22
LUCKNOW,P11062108184,C1,PS2,PHONE,Gambling,Play Cards,11/06/2021 13:40:09,26.849,80.996,2021-06-11,6,6,13
LUCKNOW,P11062108355,C1,PS2,PHONE,Dispute,Money Transactions Dispute,11/06/2021 13:52:08,26.854,80.991,2021-06-11,6,6,13
LUCKNOW,P11062111626,C1,PS2,PHONE,Cyber Crimes,Illegally Transfer Money From Bank,11/06/2021 17:22:28,26.858,80.99,2021-06-11,6,6,17
LUCKNOW,P11062117356,C1,PS2,PHONE,Threat In Person,Attack,11/06/2021 21:55:15,26.851,81.01,2021-06-11,6,6,21
LUCKNOW,P11062117995,C1,PS2,PHONE,Dispute,Other Dispute,11/06/2021 22:19:50,26.848,80.992,2021-06-11,6,6,22
LUCKNOW,P11062119446,C1,PS2,PHONE,Dispute,Other Dispute,11/06/2021 23:33:45,26.852,80.99,2021-06-11,6,6,23
LUCKNOW,P12062100293,C1,PS2,PHONE,Threat In Person,Threatening To Kill,12/06/2021 00:25:05,26.849,80.994,2021-06-12,6,7,0
LUCKNOW,P12062101056,C1,PS2,PHONE,Dispute,With Neighbor,12/06/2021 02:56:12,26.852,80.99,2021-06-12,6,7,2
LUCKNOW,P12062101071,C1,PS2,PHONE,Dispute,With Neighbor,12/06/2021 03:09:33,26.852,80.99,2021-06-12,6,7,3
LUCKNOW,P12062103543,C1,PS2,PHONE,Dispute,Other Dispute,12/06/2021 08:36:28,26.845,80.995,2021-06-12,6,7,8
LUCKNOW,P12062105047,C1,PS2,PHONE,Dispute,Money Transactions Dispute,12/06/2021 09:49:35,26.854,80.991,2021-06-12,6,7,9
LUCKNOW,P12062109156,C1,PS2,PHONE,Gambling,Betting,12/06/2021 13:32:24,26.852,80.991,2021-06-12,6,7,13
LUCKNOW,P12062109356,C1,PS2,PHONE,Threat In Person,Attack,12/06/2021 13:45:59,26.851,80.998,2021-06-12,6,7,13
LUCKNOW,P12062113430,C1,PS2,PHONE,Threat In Person,Attack,12/06/2021 17:56:00,26.863,80.978,2021-06-12,6,7,17
LUCKNOW,P12062113926,C1,PS2,PHONE,Robbery,On Road,12/06/2021 18:24:13,26.861,80.993,2021-06-12,6,7,18
LUCKNOW,P12062114119,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,12/06/2021 18:33:34,26.853,80.99,2021-06-12,6,7,18
LUCKNOW,P12062114395,C1,PS2,PHONE,Traffic Jam,Due To Illegal Parking,12/06/2021 18:49:00,26.852,80.989,2021-06-12,6,7,18
LUCKNOW,P12062119462,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,12/06/2021 22:37:02,26.865,80.978,2021-06-12,6,7,22
LUCKNOW,P12062120242,C1,PS2,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,12/06/2021 23:25:31,26.855,80.994,2021-06-12,6,7,23
LUCKNOW,P01042100097,C2,PS3,PHONE,Domestic Violence,Family Members Beat Wife,01/04/2021 00:10:00,26.881,81.012,2021-04-01,4,5,0
LUCKNOW,P01042100391,C2,PS3,PHONE,Threat In Person,Attack,01/04/2021 01:05:00,26.865,81.042,2021-04-01,4,5,1
LUCKNOW,P01042101393,C2,PS3,PHONE,Dispute,Other Dispute,01/04/2021 07:37:00,26.924,81.042,2021-04-01,4,5,7
LUCKNOW,P01042101457,C2,PS3,PHONE,Dispute,With Neighbor,01/04/2021 07:46:00,26.852,81.054,2021-04-01,4,5,7
LUCKNOW,P01042101555,C2,PS3,PHONE,Information Against Police,Misbehavior By Prv,01/04/2021 08:00:00,26.876,81.055,2021-04-01,4,5,8
LUCKNOW,P01042101578,C2,PS3,PHONE,Threat In Person,Attack,01/04/2021 08:02:00,26.892,81.082,2021-04-01,4,5,8
LUCKNOW,P01042102440,C2,PS3,PHONE,Dispute,With Neighbor,01/04/2021 09:24:00,26.853,81.055,2021-04-01,4,5,9
LUCKNOW,P01042102448,C2,PS3,PHONE,Information Against Police,Misbehavior By Prv,01/04/2021 09:24:00,26.853,81.055,2021-04-01,4,5,9
LUCKNOW,P01042102763,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,01/04/2021 09:53:00,26.905,81.038,2021-04-01,4,5,9
LUCKNOW,P01042102768,C2,PS3,PHONE,Dispute,Other Dispute,01/04/2021 09:54:00,26.875,81.011,2021-04-01,4,5,9
LUCKNOW,P01042103234,C2,PS3,PHONE,Threat In Person,Attack,01/04/2021 10:36:00,26.891,81.045,2021-04-01,4,5,10
LUCKNOW,P01042103599,C2,PS3,PHONE,Missing,Child,01/04/2021 11:09:00,26.882,81.008,2021-04-01,4,5,11
LUCKNOW,P01042103893,C2,PS3,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,01/04/2021 11:35:00,26.884,81.01,2021-04-01,4,5,11
LUCKNOW,P01042104101,C2,PS3,PHONE,Dispute,Other Dispute,01/04/2021 11:52:00,26.854,81.034,2021-04-01,4,5,11
LUCKNOW,P01042104484,C2,PS3,PHONE,Missing,Child,01/04/2021 12:23:00,26.882,81.008,2021-04-01,4,5,12
LUCKNOW,P01042104750,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,01/04/2021 12:44:00,26.925,81.043,2021-04-01,4,5,12
LUCKNOW,P01042104763,C2,PS3,PHONE,Dispute,Other Dispute,01/04/2021 12:45:00,26.914,81.06,2021-04-01,4,5,12
LUCKNOW,P01042105272,C2,PS3,PHONE,Missing,Child,01/04/2021 13:27:00,26.875,81.055,2021-04-01,4,5,13
LUCKNOW,P01042106320,C2,PS3,PHONE,Domestic Violence,Harrassment Of Wife By Family Members,01/04/2021 14:53:00,26.878,81.005,2021-04-01,4,5,14
LUCKNOW,P01042106680,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,01/04/2021 15:25:00,26.881,81.018,2021-04-01,4,5,15
LUCKNOW,P01042107177,C2,PS3,PHONE,Small Fire,Farm Forest Agriculture,01/04/2021 16:09:00,26.866,81.073,2021-04-01,4,5,16
LUCKNOW,P01042107232,C2,PS3,PHONE,Theft,Residential Building,01/04/2021 16:15:00,26.898,81.07,2021-04-01,4,5,16
LUCKNOW,P01042109239,C2,PS3,PHONE,Forgery,Making Or Selling Fake Artwork,01/04/2021 19:22:00,26.887,81.059,2021-04-01,4,5,19
LUCKNOW,P01042110299,C2,PS3,PHONE,Dispute,Money Transactions Dispute,01/04/2021 20:48:00,26.877,81.0,2021-04-01,4,5,20
LUCKNOW,P01042111065,C2,PS3,PHONE,Threat In Person,Attack,01/04/2021 21:40:00,26.924,81.043,2021-04-01,4,5,21
LUCKNOW,P01042111197,C2,PS3,PHONE,Theft,Two Wheeler Vehicle,01/04/2021 21:48:00,26.838,81.185,2021-04-01,4,5,21
LUCKNOW,P01042112310,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,01/04/2021 23:06:00,26.891,81.046,2021-04-01,4,5,23
LUCKNOW,P01042112828,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,01/04/2021 23:56:00,26.89,81.048,2021-04-01,4,5,23
LUCKNOW,P02042100015,C2,PS3,PHONE,Dispute,Money Transactions Dispute,02/04/2021 00:02:00,26.905,81.038,2021-04-02,4,6,0
LUCKNOW,P02042100393,C2,PS3,PHONE,Dispute,Other Dispute,02/04/2021 01:20:00,26.875,81.011,2021-04-02,4,6,1
LUCKNOW,P02042100494,C2,PS3,PHONE,Kidnap,Child Kidnap,02/04/2021 02:08:00,26.875,81.027,2021-04-02,4,6,2
LUCKNOW,P02042100853,C2,PS3,PHONE,Dispute,Other Dispute,02/04/2021 06:22:00,26.875,81.056,2021-04-02,4,6,6
LUCKNOW,P02042100919,C2,PS3,PHONE,Theft,Three Wheeler Vehicle,02/04/2021 06:36:00,26.866,81.041,2021-04-02,4,6,6
LUCKNOW,P02042101577,C2,PS3,PHONE,Theft,Two Wheeler Vehicle,02/04/2021 08:16:00,26.874,81.017,2021-04-02,4,6,8
LUCKNOW,P02042101793,C2,PS3,PHONE,Dispute,Other Dispute,02/04/2021 08:40:00,26.876,81.055,2021-04-02,4,6,8
LUCKNOW,P02042102605,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,02/04/2021 09:51:00,26.883,81.03,2021-04-02,4,6,9
LUCKNOW,P02042105110,C2,PS3,PHONE,Dispute,Other Dispute,02/04/2021 13:31:00,26.894,81.067,2021-04-02,4,6,13
LUCKNOW,P02042105315,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,02/04/2021 13:49:00,26.859,81.04,2021-04-02,4,6,13
LUCKNOW,P02042105919,C2,PS3,PHONE,Property Disputes,House Capture,02/04/2021 14:41:00,26.849,81.066,2021-04-02,4,6,14
LUCKNOW,P02042106054,C2,PS3,PHONE,Property Disputes,House Capture,02/04/2021 14:52:00,26.849,81.067,2021-04-02,4,6,14
LUCKNOW,P02042106350,C2,PS3,PHONE,Missing,Child,02/04/2021 15:17:00,26.882,81.008,2021-04-02,4,6,15
LUCKNOW,P02042106723,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,02/04/2021 15:47:00,26.863,81.06,2021-04-02,4,6,15
LUCKNOW,P02042108125,C2,PS3,PHONE,Dispute,Money Transactions Dispute,02/04/2021 17:54:00,26.875,81.011,2021-04-02,4,6,17
LUCKNOW,P02042108348,C2,PS3,PHONE,Dispute,Other Dispute,02/04/2021 18:17:00,26.885,81.036,2021-04-02,4,6,18
LUCKNOW,P02042108508,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,02/04/2021 18:31:00,26.879,81.053,2021-04-02,4,6,18
LUCKNOW,P02042108553,C2,PS3,PHONE,Dispute,Other Dispute,02/04/2021 18:36:00,26.885,81.012,2021-04-02,4,6,18
LUCKNOW,P02042108623,C2,PS3,PHONE,Dispute,Other Dispute,02/04/2021 18:42:00,26.88,81.039,2021-04-02,4,6,18
LUCKNOW,P02042109088,C2,PS3,PHONE,Kidnap,Child Kidnap,02/04/2021 19:23:00,26.876,81.055,2021-04-02,4,6,19
LUCKNOW,P02042109451,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,02/04/2021 19:56:00,26.874,81.026,2021-04-02,4,6,19
LUCKNOW,P02042109885,C2,PS3,PHONE,Missing,Child,02/04/2021 20:31:00,26.887,81.034,2021-04-02,4,6,20
LUCKNOW,P02042109932,C2,PS3,WhatsApp,Traffic Jam,Due To Illegal Parking,02/04/2021 20:35:00,26.894,81.009,2021-04-02,4,6,20
LUCKNOW,P02042110421,C2,PS3,PHONE,Missing,Child,02/04/2021 21:10:00,26.876,81.055,2021-04-02,4,6,21
LUCKNOW,P02042111300,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,02/04/2021 22:07:00,26.881,81.04,2021-04-02,4,6,22
LUCKNOW,P02042112118,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,02/04/2021 22:58:00,26.9,81.055,2021-04-02,4,6,22
LUCKNOW,P02042112372,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,02/04/2021 23:17:00,26.893,81.029,2021-04-02,4,6,23
LUCKNOW,P03042100856,C2,PS3,PHONE,Dispute,Other Dispute,03/04/2021 05:43:00,26.882,81.002,2021-04-03,4,7,5
LUCKNOW,P03042102966,C2,PS3,PHONE,Theft,Business Establishment,03/04/2021 10:25:00,26.89,81.061,2021-04-03,4,7,10
LUCKNOW,P03042102998,C2,PS3,PHONE,Missing,Child,03/04/2021 10:29:00,26.87,81.036,2021-04-03,4,7,10
LUCKNOW,P03042103767,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,03/04/2021 11:34:00,26.874,81.004,2021-04-03,4,7,11
LUCKNOW,P03042103910,C2,PS3,PHONE,Theft,Other Location,03/04/2021 11:45:00,26.876,81.012,2021-04-03,4,7,11
LUCKNOW,P03042104036,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,03/04/2021 11:56:00,26.862,81.048,2021-04-03,4,7,11
LUCKNOW,P03042104916,C2,PS3,PHONE,Dispute,Money Transactions Dispute,03/04/2021 13:22:00,26.865,81.039,2021-04-03,4,7,13
LUCKNOW,P03042105021,C2,PS3,PHONE,Property Disputes,Boundary Dispute,03/04/2021 13:33:00,26.883,81.04,2021-04-03,4,7,13
LUCKNOW,P03042105989,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,03/04/2021 15:07:00,26.922,81.05,2021-04-03,4,7,15
LUCKNOW,P03042106930,C2,PS3,PHONE,Domestic Violence,Family Members Beat Wife,03/04/2021 16:41:00,26.898,81.088,2021-04-03,4,7,16
LUCKNOW,P03042106949,C2,PS3,PHONE,Dispute,Other Dispute,03/04/2021 16:43:00,26.878,81.055,2021-04-03,4,7,16
LUCKNOW,P03042107164,C2,PS3,PHONE,Property Disputes,Boundary Dispute,03/04/2021 17:01:00,26.853,81.043,2021-04-03,4,7,17
LUCKNOW,P03042107230,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,03/04/2021 17:07:00,26.832,81.072,2021-04-03,4,7,17
LUCKNOW,P03042107636,C2,PS3,PHONE,Dispute,Other Dispute,03/04/2021 17:48:00,26.881,81.054,2021-04-03,4,7,17
LUCKNOW,P03042107961,C2,PS3,PHONE,Theft,Residential Building,03/04/2021 18:20:00,26.855,81.053,2021-04-03,4,7,18
LUCKNOW,P03042107986,C2,PS3,PHONE,Dispute,Other Dispute,03/04/2021 18:24:00,26.855,81.026,2021-04-03,4,7,18
LUCKNOW,P03042108195,C2,PS3,PHONE,Threat In Person,Threatening To Kill,03/04/2021 18:43:00,26.83,81.052,2021-04-03,4,7,18
LUCKNOW,P03042108442,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Women,03/04/2021 19:07:00,26.876,81.055,2021-04-03,4,7,19
LUCKNOW,P03042111121,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,03/04/2021 22:54:00,26.846,81.065,2021-04-03,4,7,22
LUCKNOW,P03042111733,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,03/04/2021 23:35:00,26.888,81.055,2021-04-03,4,7,23
LUCKNOW,P03042111955,C2,PS3,PHONE,Theft,Residential Building,03/04/2021 23:55:00,26.875,81.017,2021-04-03,4,7,23
LUCKNOW,P04042100044,C2,PS3,PHONE,Animals Related,Dangerous Animals/Dog Residential Area,04/04/2021 00:04:00,26.875,81.011,2021-04-04,4,1,0
LUCKNOW,P04042100330,C2,PS3,PHONE,Missing,Grp- Person Accident By Train,04/04/2021 00:46:00,26.853,81.04,2021-04-04,4,1,0
LUCKNOW,P04042100649,C2,PS3,PHONE,Missing,Grp- Person Accident By Train,04/04/2021 01:41:00,26.873,81.038,2021-04-04,4,1,1
LUCKNOW,P04042103854,C2,PS3,PHONE,Property Disputes,Boundary Dispute,04/04/2021 10:14:00,26.857,81.051,2021-04-04,4,1,10
LUCKNOW,P04042103906,C2,PS3,PHONE,Missing,Child,04/04/2021 10:18:00,26.877,81.035,2021-04-04,4,1,10
LUCKNOW,P04042103916,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,04/04/2021 10:19:00,26.877,81.035,2021-04-04,4,1,10
LUCKNOW,P04042104119,C2,PS3,PHONE,Property Disputes,Dispute Between Relatives,04/04/2021 10:34:00,26.857,81.041,2021-04-04,4,1,10
LUCKNOW,P04042104335,C2,PS3,PHONE,Missing,Child,04/04/2021 10:50:00,26.859,81.04,2021-04-04,4,1,10
LUCKNOW,P04042104419,C2,PS3,PHONE,Missing,Child,04/04/2021 10:56:00,26.859,81.04,2021-04-04,4,1,10
LUCKNOW,P04042105227,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,04/04/2021 11:58:00,26.885,81.012,2021-04-04,4,1,11
LUCKNOW,P04042105298,C2,PS3,PHONE,Dispute,Money Transactions Dispute,04/04/2021 12:03:00,26.855,81.031,2021-04-04,4,1,12
LUCKNOW,P04042105714,C2,PS3,PHONE,Dispute,Money Transactions Dispute,04/04/2021 12:31:00,26.893,81.05,2021-04-04,4,1,12
LUCKNOW,P04042106304,C2,PS3,PHONE,Encroachment,On Road,04/04/2021 13:06:00,26.887,81.034,2021-04-04,4,1,13
LUCKNOW,P04042106899,C2,PS3,PHONE,Animals Related,Found Injured Animal,04/04/2021 13:48:00,26.857,81.041,2021-04-04,4,1,13
LUCKNOW,P04042107314,C2,PS3,PHONE,Threat In Person,Attack,04/04/2021 14:15:00,26.857,81.041,2021-04-04,4,1,14
LUCKNOW,P04042109056,C2,PS3,PHONE,Dispute,Other Dispute,04/04/2021 16:20:00,26.874,81.026,2021-04-04,4,1,16
LUCKNOW,P04042109094,C2,PS3,PHONE,Dispute,Other Dispute,04/04/2021 16:23:00,26.87,81.036,2021-04-04,4,1,16
LUCKNOW,P04042109210,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,04/04/2021 16:33:00,26.896,81.021,2021-04-04,4,1,16
LUCKNOW,P04042109613,C2,PS3,PHONE,Theft,Residential Building,04/04/2021 17:07:00,26.876,81.044,2021-04-04,4,1,17
LUCKNOW,P04042109827,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,04/04/2021 17:27:00,26.866,81.048,2021-04-04,4,1,17
LUCKNOW,P04042110395,C2,PS3,PHONE,Encroachment,Government Land,04/04/2021 18:19:00,26.864,81.044,2021-04-04,4,1,18
LUCKNOW,P04042110888,C2,PS3,PHONE,Female Sexual Harrassment,Teasing On Public Place,04/04/2021 19:06:00,26.874,81.026,2021-04-04,4,1,19
LUCKNOW,P04042110944,C2,PS3,PHONE,Theft,Residential Building,04/04/2021 19:11:00,26.879,81.019,2021-04-04,4,1,19
LUCKNOW,P04042111130,C2,PS3,PHONE,Theft,Residential Building,04/04/2021 19:29:00,26.88,81.019,2021-04-04,4,1,19
LUCKNOW,P04042111753,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,04/04/2021 20:16:00,26.877,81.055,2021-04-04,4,1,20
LUCKNOW,P04042113762,C2,PS3,PHONE,Theft,Residential Building,04/04/2021 22:18:00,26.854,81.04,2021-04-04,4,1,22
LUCKNOW,P04042113783,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,04/04/2021 22:19:00,26.874,81.025,2021-04-04,4,1,22
LUCKNOW,P04042114152,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,04/04/2021 22:40:00,26.885,81.037,2021-04-04,4,1,22
LUCKNOW,P04042114158,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,04/04/2021 22:40:00,26.846,81.066,2021-04-04,4,1,22
LUCKNOW,P04042114450,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,04/04/2021 22:58:00,26.845,81.066,2021-04-04,4,1,22
LUCKNOW,P04042114518,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,04/04/2021 23:02:00,26.865,81.037,2021-04-04,4,1,23
LUCKNOW,P04042114622,C2,PS3,PHONE,Threat In Person,Attack,04/04/2021 23:08:00,26.884,81.016,2021-04-04,4,1,23
LUCKNOW,P04042114940,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,04/04/2021 23:31:00,26.891,81.007,2021-04-04,4,1,23
LUCKNOW,P05042100218,C2,PS3,PHONE,Excise Act Offenses,Iilegal Sale,05/04/2021 00:29:00,26.888,81.053,2021-04-05,4,2,0
